Time(Iteration),oracleLinUCB,adTS,dLinUCB,CoDBand,DyClu
0,2.8747953205920456,3.522058691289063,2.4139578280729346,4.042851951396802,2.9337636485220666
1,5.119386620403107,6.87004751186883,5.916623102654159,7.079131298048863,5.663766800395346
2,7.874957196215726,9.883914707083678,8.632444029623969,10.210026601718159,7.577498416378334
3,8.84286603762046,12.30841953075628,10.814182484073708,12.761573543019152,8.561439787722156
4,10.279600131240956,15.81494165318499,13.980317726019646,13.684380935853834,9.548821101477794
5,11.355736874221172,18.79588606157886,16.525576499794433,14.45106301729354,10.74830714088395
6,12.020592400673165,21.26827134996418,18.4103579597388,15.062227571235955,11.272215096275005
7,12.732804896022186,23.854647120484007,20.661196314055786,16.372586446308944,12.343060838943192
8,13.45354676101308,26.628638783933017,22.35418669129445,16.98361045717586,13.349630198076078
9,13.651185452882725,29.504399303361957,24.160076489014507,17.265821662747403,14.322435090817462
10,14.323478341004641,32.12193668660968,25.04820767323103,18.20928543718548,15.050780824995067
11,14.52888655332053,34.671148545951674,27.530372436662937,18.961423825433023,15.913558505055839
12,14.962389302133163,37.347080875102264,29.053230846987976,19.47111260111793,16.86504941337431
13,15.205014940745937,40.32102948187243,31.599832366973207,20.262433368566253,17.333128128894586
14,15.289778428188898,42.49952064840028,32.892719844531534,20.80186790442069,18.093046095951742
15,15.316402584295682,45.3921802889971,34.414058823207476,22.094519407526306,19.02537131533282
16,15.471017249247147,47.81267024359006,34.88999800899267,22.262254942528607,19.260898927706656
17,15.545009712257311,49.350183242685745,36.14148256938424,23.03252184983211,20.13201288612467
18,15.823641156246618,52.6177773208576,37.35409203742202,23.633840473758895,20.41222243741133
19,16.06720074055587,57.208982824763886,38.68334453968038,25.1165273470103,20.625533533019823
20,16.39092115920193,59.746055276228375,39.180237341070246,25.368151105734754,20.901541188157527
21,16.497520653985546,61.44554575981172,39.75880727845042,25.914793801317757,21.24868736629002
22,16.613424420010798,64.2416989553043,41.15552370894783,26.156001269917326,21.481899529909196
23,16.757353894131448,66.21257178345844,42.45258627818412,26.970303351313216,21.846839291989035
24,16.922407784046648,68.19236376199662,43.57002632205673,27.508922200437755,22.39657117918115
25,17.12761860429542,70.14797928934634,44.958960352575495,28.53035719198241,22.495184710175206
26,17.215167245980183,72.66800812859849,45.899513261773706,29.614348099738418,22.64174528040875
27,17.24945927872434,74.73873286713415,46.74611336349939,30.46463131351822,22.64174528040875
28,17.26911065642752,76.88441188559679,47.00778227269801,30.65945262253922,23.029271711345793
29,17.521701556219615,78.83336620500897,48.07427372618696,31.385426986913373,23.2902202524698
30,17.661731457488223,80.16569254984492,48.82167283211551,31.874057551266596,23.600120411578605
31,17.74332621250138,81.27689525684599,49.874330402383386,32.81180167637839,23.616121030764134
32,17.80912323505546,82.84718572523809,50.94423732129711,33.73023152506731,23.658041093105066
33,17.815252521591262,84.80727547966902,51.17717149524971,33.94132621952165,23.918233666109515
34,17.860365386875934,86.3705015157355,52.0095989415641,34.56901898444857,23.95882103761703
35,17.86656294112377,88.1371017888927,52.0095989415641,35.22099162762139,24.06283661286913
36,17.91417990602735,90.08935043860768,52.3323787058753,35.52522747493772,24.203155067897324
37,17.996068107626453,92.67917814242843,52.87471556713426,36.1571445877075,24.47376435147635
38,18.020120909066957,94.55660506487722,53.05739692054473,36.369826905604086,24.497817152916856
39,18.05709490506242,97.29190163453474,53.15831613298878,36.45632789739024,24.591651619521482
40,18.139725738338072,98.8449213392609,53.944384874727156,36.56306407599896,24.885885354042458
41,18.316233538218334,100.40428391619186,54.21411555613623,36.622434445857074,24.9528270991177
42,18.388840315264332,101.85415806549621,54.50702026991298,36.73166774209275,25.008018261560558
43,18.388840315264332,102.85737171019524,54.73102178692413,36.840781256251915,25.170652294885546
44,18.414752786030682,105.43235388105003,55.18672229581164,36.91137144794504,25.196564765651896
45,18.434882577595996,106.29029934357254,55.585581164375256,37.01599797532916,25.196564765651896
46,18.582704988454385,108.00437624426085,56.266516305127645,37.01599797532916,25.25105851800301
47,18.582704988454385,110.3913204751275,56.948470820174904,37.245881195297386,25.348244601608034
48,18.582704988454385,112.56969300854647,57.165926855522976,37.279725200212454,25.462389585508102
49,18.699336291925118,113.80036656003045,57.96985061336277,37.30224270997354,25.54786420897616
50,18.699336291925118,115.38966919139757,58.48266368742347,37.47399209921241,25.606227388052066
51,18.7094478306213,116.5110232130023,58.84716915147861,37.50305139041504,25.61633892674825
52,18.809642435022266,117.42731470565694,59.20766009444889,37.837124738324846,25.77856003149771
53,18.849141962738592,119.31859290331064,59.45028130463472,37.95914611057908,25.77856003149771
54,18.849141962738592,120.83444944673947,59.56569261673157,38.06738742391531,25.77856003149771
55,18.907571821971448,121.91470417985784,59.85494667980965,38.09950971689564,25.884721573771095
56,18.977064399022275,122.28446685130652,60.05147295681343,38.21742930382837,25.940081904273683
57,18.977064399022275,123.88350884662727,60.588999064279534,38.21742930382837,25.940081904273683
58,18.977064399022275,125.03359166160249,60.80332265335367,38.315304570257666,26.03795717070298
59,18.977064399022275,126.44473939731105,60.93925838416748,38.477142043238786,26.03795717070298
60,19.117509246142887,128.24168802645914,61.03048561320438,38.53724698627667,26.133333933448235
61,19.126623197099704,130.20032957869893,61.31261823093436,38.54636093723349,26.14244788440505
62,19.13485279748377,130.94424856192882,61.49708558359303,38.563262566976,26.159349514147564
63,19.13485279748377,131.89019677225193,62.05075996478546,38.569804272875125,26.159349514147564
64,19.208687111830297,132.61964692595546,62.11973921606581,38.610306080600125,26.159349514147564
65,19.27256459999419,134.6319155481269,62.11973921606581,38.86728536690129,26.221094577264793
66,19.27256459999419,136.14749177313234,62.64080801448493,38.885307655007885,26.243149254150108
67,19.321372340123762,137.98667390122478,62.784970816499204,38.920678641208575,26.287560058374122
68,19.321372340123762,139.2787391463303,63.13798880665647,38.96407182365687,26.40752694629408
