Time(Iteration),oracleLinUCB,adTS,dLinUCB,CoDBand,DyClu
69,19.321372340123762,140.92320033684226,63.37149610014629,38.96407182365687,26.40752694629408
70,19.321372340123762,141.80173429093108,63.623825443466075,39.01478305913053,26.537986193147326
71,19.360833467937073,142.86856416164179,63.640796202141296,39.28361507124961,26.54982940930634
72,19.386144889490623,145.24485570483952,63.76926304644811,39.30565650560132,26.74355017101269
73,19.386144889490623,146.330855808464,63.879846532855865,39.30565650560132,26.74355017101269
74,19.474571616480556,147.6489035756588,64.23761664968836,39.38309821885235,26.84401978237982
75,19.474571616480556,148.71905591711257,64.5671256621648,39.41017399790011,26.99745622677288
76,19.474571616480556,149.7296938349736,64.72974019096513,39.466852933147635,27.029319643891565
77,19.504785537839975,150.87306546974793,64.96901455807571,39.655176137360336,27.059533565250984
78,19.504785537839975,151.1738610029229,65.11936003480596,39.6731036808777,27.162545519623983
79,19.569654312910032,152.60554055424885,65.51422632045906,39.76818758337299,27.188025881034072
80,19.569654312910032,153.35568499491794,65.82841306920895,39.76818758337299,27.188025881034072
81,19.632820753446033,154.70221365544316,65.89157950974494,39.90660973815246,27.251192321570073
82,19.641028143218723,157.08958773210415,66.11455717016595,39.96268516719177,27.425154454463765
83,19.721116241426472,158.46251377053366,66.3519897493172,40.042773265399525,27.505242552671515
84,19.72438697187519,159.12226837121872,66.58079199619192,40.13225504354937,27.604553608731624
85,19.72438697187519,160.46112377896446,66.68015011325569,40.16814913287334,27.669558246578493
86,19.72438697187519,162.6190747329154,66.8889322909636,40.16814913287334,27.669558246578493
87,19.810381122461916,163.78588073891115,66.8889322909636,40.27994698019888,27.799972691947165
88,19.810381122461916,164.7598929035325,67.23949088566073,40.339773437373466,27.876127859829754
89,19.83465625009558,165.90163470070806,67.3507280907,40.37399868782844,27.973604716370172
90,19.83465625009558,167.30788743439652,67.60516959929932,40.40917919638816,28.099029979737235
91,19.83465625009558,169.79037137927313,67.62325458713696,40.448881876944114,28.099029979737235
92,19.83465625009558,171.17583915304726,68.00629223517801,40.448881876944114,28.099029979737235
93,19.883165599164045,172.59104034616516,68.60896855883718,40.463298110237844,28.188548668814757
94,19.8969922334055,173.80773039544874,68.6820716833522,40.4771247444793,28.20237530305621
95,19.954743237569826,174.48604596503353,69.06458498751118,40.4771247444793,28.23069740754956
96,19.954743237569826,175.21744079441257,69.06458498751118,40.51755901348402,28.23069740754956
97,19.9745325251181,175.70780588740615,69.14950476158003,40.51755901348402,28.250486695097834
98,20.03031344088603,176.1873023420872,69.34639765683826,40.57288297214583,28.393399241132556
99,20.03031344088603,176.94754265972747,69.45956307447432,40.631567202513,28.5786045802897
100,20.03031344088603,177.90147477766308,69.8934245833777,40.68321571822803,28.681685670751158
101,20.03031344088603,178.52975195045988,70.01482914238822,40.68321571822803,28.681685670751158
102,20.075130830759374,180.7399768195216,70.16950326476096,40.73696430179971,28.70869451068546
103,20.075130830759374,182.94166955499313,70.16950326476096,40.73696430179971,28.77848898883795
104,20.08878430497856,183.42152663174045,70.36412412761533,40.78239128319056,28.792142463057136
105,20.172035450559502,184.30628486003462,70.58437539968673,40.85224987800919,28.90188863520627
106,20.20020245183229,185.43654845683548,70.69565850402105,40.942244474575205,28.9459481863208
107,20.211116242771432,186.59216160036092,70.72565584876695,40.942244474575205,28.9759455310667
108,20.211116242771432,187.75058710113126,70.77139802960359,40.95131779581763,29.063047779447537
109,20.269492713742412,189.0612847828088,71.11971883770154,41.02407420664,29.063047779447537
110,20.28428994574516,189.72892060521437,71.2251672894051,41.19944050512832,29.063047779447537
111,20.293407941150527,191.31260640642384,71.25873377089088,41.20855850053369,29.107245414545826
112,20.293407941150527,191.71354457967212,71.41049468588764,41.22262052663327,29.107245414545826
113,20.386449194848332,192.57204515816454,71.52477559158547,41.24386017863328,29.107245414545826
114,20.411568293376597,193.98450640950028,71.69810419646693,41.24386017863328,29.13236451307409
115,20.424285081493665,194.92789842970396,71.87991543872997,41.27599540987127,29.162000030211807
116,20.446408596980014,196.09241890553713,72.03931153057006,41.27599540987127,29.20312075922119
117,20.485386568884017,197.32331201391304,72.3883089482146,41.304586274134024,29.23171162348394
118,20.4936060697103,198.4335886826198,72.39855221071139,41.36307864789659,29.250174386807007
119,20.4958124501245,199.14368156954197,72.42911072290981,41.365285028310794,29.250174386807007
120,20.4958124501245,199.32815910266748,72.66524891353666,41.365285028310794,29.263623206099385
121,20.50288698233283,201.20735675141088,72.67081629834985,41.43448161887717,29.301273433921978
122,20.546351189864453,202.48394326310532,72.87438573405365,41.59127091093538,29.34426769765676
123,20.546351189864453,203.2617212067022,73.09610354880218,41.59127091093538,29.399691121263963
124,20.631616308021044,203.39655303643505,73.16206803508831,41.65031635015948,29.642439257156187
125,20.631616308021044,204.80515937736362,73.3277395331983,41.65031635015948,29.708812069054275
126,20.631616308021044,205.781442954561,73.72086354132634,41.71936333256639,29.72865262878054
127,20.631616308021044,206.7916464198285,73.72443744760257,41.787151876511565,29.72865262878054
128,20.635380658127602,207.80556817467607,73.72820179770913,41.86065601659219,29.7324169788871
129,20.658252926075217,208.779658596668,73.83152590708303,41.92677085422486,29.755289246834714
130,20.658252926075217,209.6805504224287,73.88214067902629,41.92677085422486,29.785950146823602
131,20.676723864465803,210.50946140199923,73.92397652684957,41.92677085422486,29.870541349003986
132,20.676748486684428,210.88299197288305,74.11272560960377,41.92677085422486,29.952417737909617
133,20.68336298228763,211.46389354709527,74.23648444842473,41.933385349828065,29.99557917482701
134,20.749128390819152,212.60338396279712,74.26479614915162,42.026007147073365,30.118443575178222
135,20.774020885008255,212.98674345893087,74.40935665982445,42.04210656063637,30.148261089051346
136,20.79965467198952,214.4530683082529,74.5359025778823,42.06135862552148,30.25223373039197
137,20.8182762814207,214.88110052315915,74.58219051001666,42.06135862552148,30.25223373039197
138,20.864593150058873,215.50439438621166,74.60127880444368,42.24123159074883,30.25223373039197
139,20.864593150058873,216.3685822363482,74.6200232509803,42.24123159074883,30.283413734086533
140,20.864593150058873,216.99541374688556,74.78014676544471,42.24123159074883,30.283413734086533
141,20.868470121930265,217.86159229916186,75.0625103168261,42.330702159912455,30.33798082093467
142,20.868470121930265,218.83040220631963,75.07701340799086,42.37987202592033,30.371781134581056
143,20.882511432353215,219.8453344914628,75.28591720875194,42.39391333634328,30.571633809925416
144,20.93117893735865,220.7564080627459,75.36456023855841,42.44755128099906,30.650276839731898
145,21.00082442467396,221.48542225670934,75.53010038250859,42.44755128099906,30.67846113012126
146,21.050035153856633,222.30934945946262,75.67508043971101,42.49781036241854,30.709750285123054
147,21.050035153856633,223.3529164008706,75.77380175923604,42.56147790072117,30.757410438038388
148,21.050035153856633,224.6351483934034,75.87386707125,42.56147790072117,30.81873883366302
149,21.050035153856633,226.30112405536963,75.87386707125,42.56147790072117,30.81873883366302
150,21.05958970761373,227.49767558368777,75.97902019791863,42.57103245447827,30.902619643912626
151,21.065312562781205,228.2892257029447,76.02088411350393,42.64254302083549,30.908342499080103
152,21.065312562781205,229.23282465552717,76.02088411350393,42.64254302083549,30.95446932620427
153,21.07646466281919,230.64033107981695,76.22264856284411,42.67194465597872,30.965621426242254
154,21.1009071071086,231.07174434020428,76.34181293069572,42.735403537233516,30.990063870531664
155,21.1009071071086,231.6941573417746,76.34181293069572,42.735403537233516,30.990063870531664
156,21.12784369924462,232.31773555242393,76.48640335852765,42.75311307329013,31.03065393688687
157,21.159338924761258,233.6825420160353,76.48640335852765,42.784608298806766,31.062149162403507
158,21.159338924761258,234.34879970369175,76.59499969340577,42.82930551143196,31.062149162403507
159,21.159338924761258,234.77601275608637,76.71354327985428,42.82930551143196,31.062149162403507
160,21.26056511741352,235.24285882443425,76.82815076675712,42.86390410354574,31.096747754517292
161,21.26056511741352,235.47526791406253,76.82815076675712,42.86390410354574,31.096747754517292
162,21.335638758794126,236.49629145765846,77.00523062269218,42.93897774492635,31.14764162894137
163,21.335638758794126,237.31607237795245,77.11018654431837,42.95517074652407,31.14764162894137
164,21.3357461341645,237.94419057411403,77.2378867793747,42.95517074652407,31.16343453833739
165,21.339279725824326,238.36436793264957,77.41464485905156,42.963672339441516,31.16696812999722
166,21.352975844949132,239.50329257405122,77.56843976497358,42.97961573855487,31.180664249122025
167,21.352975844949132,240.26124001447423,77.62674376230756,42.97961573855487,31.180664249122025
168,21.365637402795205,240.90752910120202,77.6355907518898,43.13484096778219,31.366478671454384
169,21.365637402795205,241.4026088278097,77.80954395067545,43.22626941406136,31.366478671454384
170,21.37572692843798,241.75879778980885,77.9638238595381,43.22626941406136,31.37656819709716
171,21.387066619039395,242.99603498239546,77.97516355013951,43.29231336362964,31.433330478467592
172,21.402188729617453,243.3068379739859,78.02147687721764,43.39269591885619,31.479643805545727
173,21.407456024889743,243.93283391169624,78.1635626913282,43.42316012312813,31.484911100818017
174,21.448371430521053,244.47022371545899,78.2609437852459,43.46407552875944,31.56234068697213
175,21.448371430521053,244.6503222329168,78.32167947115703,43.46407552875944,31.56234068697213
176,21.481723761944654,245.4811129257151,78.41964875451579,43.49742786018304,31.68992841848386
177,21.536355730051074,246.43120322885068,78.4248515823011,43.55205982828946,31.727540890802906
178,21.611266379595385,246.96669389926973,78.4965909282295,43.57690683626051,31.802451540347217
179,21.642972690161194,247.6424138705962,78.54004145543527,43.62473479836824,31.845332555513103
180,21.662174654999923,247.77882520555525,78.64505120957881,43.66839693242223,31.888994689567102
181,21.662174654999923,248.78703401092605,78.79516822624967,43.66839693242223,31.958487554319913
182,21.66963263113007,248.98672564179986,78.88240408723269,43.67585490855238,32.01260325482326
183,21.66963263113007,249.1644123784023,78.91404482398973,43.67585490855238,32.01260325482326
184,21.675477321209957,249.9535294887622,79.030468593368,43.67585490855238,32.10985388842529
185,21.675477321209957,250.47344004245468,79.10319461018047,43.67585490855238,32.13212886813332
186,21.68010551265664,251.16659761967065,79.10319461018047,43.681272592303245,32.17164833574872
187,21.68010551265664,251.45573124191557,79.10319461018047,43.68461960975235,32.17164833574872
188,21.691986157580622,251.95759573291727,79.10319461018047,43.69650025467633,32.18554448768764
189,21.691986157580622,252.7337271306657,79.10319461018047,43.69650025467633,32.18554448768764
190,21.730098575105405,253.8232449228582,79.10319461018047,43.729972938599516,32.18554448768764
191,21.731006882360845,254.6990852062009,79.13087102495497,43.73940444193208,32.31917474047984
192,21.753259660184142,255.65328065900206,79.32980405366283,43.76165721975538,32.42228470265866
193,21.781153620212116,256.0210440496837,79.39898073401748,43.7628707201966,32.42228470265866
194,21.809457172341958,257.0120820014772,79.42728428614731,43.765402155096474,32.4505882547885
195,21.809457172341958,257.6444762407041,79.42728428614731,43.765402155096474,32.4505882547885
196,21.809457172341958,258.13457481423984,79.61283064850547,43.8146188279917,32.49007355864342
197,21.809457172341958,259.1681455217073,79.65444912565889,43.8146188279917,32.49007355864342
198,21.809457172341958,259.7240801109952,79.76917226118577,43.8146188279917,32.49007355864342
199,21.85191878029344,260.295455708309,79.81744828588236,43.82043324473681,32.5325351665949
200,21.877335688446493,261.14563243100844,79.92172355835875,43.86121295240389,32.66222734722434
201,21.919454135351618,262.1723658496974,79.96384200526387,43.86121295240389,32.704345794129466
202,21.919454135351618,263.47619102907845,79.96384200526387,43.86121295240389,32.704345794129466
203,21.919454135351618,263.95371156971083,80.0200864583263,43.88082318613036,32.704345794129466
204,21.926342433898697,264.5427169615728,80.14253480597549,43.89458984592893,32.71123409267655
205,21.945564622195747,264.7288068938259,80.25303680135148,43.90625642279308,32.7304562809736
206,21.945564622195747,265.21896287715526,80.3241458004371,43.90625642279308,32.7304562809736
