Time(Iteration),DisLinUCB,AsyncLinUCB,AsyncLinUCB_AM,FedGLB_UCB
0,0.22426171047939003,0.22426171047939003,0.22426171047939003,0.5653623611713248
1,0.31687489732852603,0.31687489732852603,0.31687489732852603,0.799402217519176
2,0.685037631458812,0.685037631458812,0.685037631458812,1.167564951649462
3,0.890063143042459,0.890063143042459,0.890063143042459,1.3675077830804443
4,1.0505204728854982,1.0505204728854982,1.0505204728854982,1.5279651129234835
5,1.2720969151173143,1.2720969151173143,1.2720969151173143,2.119950863260832
6,1.5357341901071946,1.5357341901071946,1.5357341901071946,2.6899593935856614
7,1.586441908164299,1.586441908164299,1.586441908164299,3.1654604892431957
8,2.337397301488614,2.337397301488614,2.337397301488614,3.629627581123536
9,2.833067750785716,2.833067750785716,2.833067750785716,4.125298030420638
10,3.543747030809744,3.543747030809744,3.543747030809744,4.207094451523535
11,3.7390563668272616,3.7390563668272616,3.7390563668272616,4.595716590752174
12,3.857068159666255,3.857068159666255,3.857068159666255,4.96808037696739
13,4.121530595773605,4.121530595773605,4.121530595773605,5.240549966645117
14,5.0094237492742515,5.0094237492742515,5.0094237492742515,5.934259601950894
15,5.287856382359766,5.287856382359766,5.287856382359766,6.212692235036409
16,5.706129502155984,5.706129502155984,5.706129502155984,6.8252643468584155
17,6.0369630810724075,6.0369630810724075,6.0369630810724075,7.156097925774839
18,6.751711186878728,6.751711186878728,6.751711186878728,7.870846031581159
19,6.833054981823086,6.833054981823086,6.833054981823086,7.952189826525517
20,7.359322985296776,7.359322985296776,7.359322985296776,8.478457829999208
21,7.570160824149218,7.570160824149218,7.570160824149218,8.68929566885165
22,7.8844030263850975,7.8844030263850975,7.8844030263850975,8.73421232200716
23,8.39907312364184,8.39907312364184,8.39907312364184,9.248882419263902
24,8.849246251880777,8.849246251880777,8.849246251880777,9.95818004735271
25,9.23176893954214,9.23176893954214,9.23176893954214,10.208439656907885
26,9.726646710851455,9.726646710851455,9.726646710851455,10.62018769673766
27,9.925386918489268,9.925386918489268,9.925386918489268,10.818927904375473
28,9.966888913836723,9.966888913836723,9.966888913836723,11.060022011645984
29,10.204996883736603,10.204996883736603,10.204996883736603,11.289230994873126
30,10.35482312401802,10.35482312401802,10.35482312401802,11.794514248822258
31,10.85867530176491,10.85867530176491,10.85867530176491,12.298366426569148
32,11.162392243988801,11.162392243988801,11.162392243988801,12.897294939291118
33,11.636366772993048,11.636366772993048,11.636366772993048,12.897294939291118
34,11.962234887122014,11.962234887122014,11.962234887122014,12.980357369993852
