Time(Iteration),DisLinUCB,AsyncLinUCB,AsyncLinUCB_AM,FedGLB_UCB
35,12.74118731086211,12.74118731086211,12.74118731086211,13.694794379609371
36,12.926631709619354,12.926631709619354,12.926631709619354,13.880238778366616
37,13.455382118589636,13.455382118589636,13.455382118589636,14.4333572403234
38,13.975809857102755,13.975809857102755,13.975809857102755,14.953784978836518
39,14.23679965534393,14.23679965534393,14.23679965534393,15.290194688592582
40,14.635144711895855,14.635144711895855,14.635144711895855,16.2305014648849
41,14.952034294943541,14.952034294943541,14.952034294943541,16.488522595835875
42,16.040806825612812,16.040806825612812,16.040806825612812,16.75819950245791
43,16.53687214695879,16.53687214695879,16.53687214695879,17.17547015879704
44,17.15537925900888,17.15537925900888,17.15537925900888,17.95891425854721
45,17.66753372851644,17.66753372851644,17.66753372851644,18.74316341646835
46,18.0803678986182,18.0803678986182,18.0803678986182,18.792117624269906
47,18.42414592232824,18.42414592232824,18.42414592232824,18.792117624269906
48,18.7797488065082,18.7797488065082,18.7797488065082,19.147720508449865
49,18.927212064186563,18.927212064186563,18.927212064186563,19.509345376867934
50,19.56682710044686,19.56682710044686,19.56682710044686,20.148960413128233
51,20.208561409168745,20.208561409168745,20.208561409168745,20.790694721850116
52,20.24906378990408,20.24906378990408,20.24906378990408,20.831197102585453
53,20.43088783481802,20.43088783481802,20.43088783481802,21.01302114749939
54,21.103204380965977,21.103204380965977,21.103204380965977,21.685337693647348
55,21.544124890818583,21.544124890818583,21.544124890818583,22.126258203499955
56,22.10822692647703,22.10822692647703,22.10822692647703,22.6903602391584
57,22.397501288238725,22.397501288238725,22.397501288238725,23.449101628940234
58,22.809629068027725,22.809629068027725,22.809629068027725,23.937366998569743
59,23.04144410982561,23.04144410982561,23.04144410982561,24.15402509948376
60,23.076714555382,23.076714555382,23.076714555382,24.418806690964196
61,23.74600118133219,23.74600118133219,23.74600118133219,25.08809331691438
62,23.74600118133219,23.74600118133219,23.74600118133219,25.08809331691438
63,23.982828408757342,23.982828408757342,23.982828408757342,25.529344713798775
64,24.073060391492053,24.073060391492053,24.073060391492053,25.619576696533485
65,24.737878728785585,24.737878728785585,24.737878728785585,26.284395033827018
66,25.135835554426535,25.135835554426535,25.135835554426535,26.682351859467968
67,25.98532008122728,25.98532008122728,25.98532008122728,27.53183638626871
68,26.22537268451492,26.22537268451492,26.22537268451492,27.771888989556352
69,26.430784696624624,26.430784696624624,26.430784696624624,28.32032497871646
70,26.837380102096812,26.837380102096812,26.837380102096812,28.650943092064715
71,27.49939225170087,27.49939225170087,27.49939225170087,29.18816977123517
72,28.001929372458342,28.001929372458342,28.001929372458342,29.690706891992644
73,28.876599769200737,28.876599769200737,28.876599769200737,30.56537728873504
74,29.33386800774325,29.33386800774325,29.33386800774325,31.02264552727755
75,29.33386800774325,29.33386800774325,29.33386800774325,31.173097332921106
76,29.85607919370142,29.85607919370142,29.85607919370142,31.555103910713818
77,30.257441206361467,30.257441206361467,30.257441206361467,31.91000162310827
78,30.573498406803733,30.573498406803733,30.573498406803733,31.914435904374812
79,30.85514274852325,30.85514274852325,30.85514274852325,32.19608024609433
80,31.764347273964304,31.764347273964304,31.764347273964304,33.07198822960956
81,32.23303828715969,32.23303828715969,32.23303828715969,33.54067924280494
82,32.59087309656309,32.59087309656309,32.59087309656309,33.89851405220834
83,33.316138517851215,33.316138517851215,33.316138517851215,34.62377947349647
84,34.15585921562479,34.15585921562479,34.15585921562479,35.1422263456893
85,34.44304080545729,34.44304080545729,34.44304080545729,35.56617888984143
86,34.540808672811295,34.540808672811295,34.540808672811295,35.66394675719544
87,34.91139080189542,34.91139080189542,34.91139080189542,35.876497484136365
88,35.464081605683695,35.464081605683695,35.464081605683695,36.45497507855992
89,36.03046325046097,36.03046325046097,36.03046325046097,36.77239468660898
90,36.809299949249635,36.809299949249635,36.809299949249635,37.19253893998717
91,37.14216505393328,37.14216505393328,37.14216505393328,37.642807894972954
92,37.48479286948303,37.48479286948303,37.48479286948303,37.9854357105227
93,37.61854075448779,37.61854075448779,37.61854075448779,38.11918359552746
94,38.01463905186673,38.01463905186673,38.01463905186673,38.5152818929064
95,38.401104170600476,38.401104170600476,38.401104170600476,38.90174701164015
96,39.1665552262293,39.1665552262293,39.1665552262293,39.70734600637042
97,39.51922856816108,39.51922856816108,39.51922856816108,40.39528822909513
98,39.59345572650132,39.59345572650132,39.59345572650132,40.53230850552071
99,40.61979312586586,40.61979312586586,40.61979312586586,41.22150601063689
100,41.1262404846255,41.1262404846255,41.1262404846255,41.408330126337425
101,41.65081198985809,41.65081198985809,41.65081198985809,41.769666498661856
102,42.06175607057003,42.06175607057003,42.06175607057003,42.07144558971009
103,42.06175607057003,42.06175607057003,42.06175607057003,42.38100419971851
104,42.17076181376345,42.17076181376345,42.17076181376345,42.49000994291193
105,42.37287027916061,42.37287027916061,42.37287027916061,42.69211840830909
106,42.59829645561278,42.59829645561278,42.59829645561278,42.917544584761266
107,42.59829645561278,42.59829645561278,42.59829645561278,43.07295063142436
108,43.134332066422566,43.134332066422566,43.134332066422566,43.43580359811134
109,43.259267576929794,43.259267576929794,43.259267576929794,43.629479588592325
110,43.556372816835896,43.556372816835896,43.5147376926198,43.9577725004578
111,44.11656310328742,44.11656310328742,44.074927979071326,44.30741043425003
112,44.57494572211876,44.57494572211876,44.53331059790267,44.9709501377604
113,44.6801021532008,44.6801021532008,44.63846702898471,45.076106568842434
114,44.802819073156975,44.802819073156975,44.76118394894088,45.19882348879861
115,45.1011293222108,45.1011293222108,45.05949419799471,45.835473602629584
116,45.977592326486516,45.977592326486516,45.93595720227042,46.7119366069053
117,46.501524940918934,46.501524940918934,46.45988981670284,46.842966555037705
118,47.042085388636664,47.042085388636664,47.00045026442057,47.383527002755436
119,47.40271983494105,47.40271983494105,47.36108471072496,47.744161449059824
120,47.78927386571195,47.78927386571195,47.747638741495855,48.13071547983072
121,48.19336750651559,48.19336750651559,48.1517323822995,48.68761185986597
