Time(Iteration),DisLinUCBTheta,AsyncLinUCBTheta,AsyncLinUCB_AMTheta
0,1.0122096909238096,1.0122096909238096,1.0122096909238096
1,0.9954882313473675,0.9954882313473675,0.9954882313473675
2,1.0001436169819593,1.0001436169819593,1.0001436169819593
3,0.9939889138312684,0.9939889138312684,0.9939889138312684
4,0.9538490558943422,0.9538490558943422,0.9538490558943422
5,0.9658457846157111,0.9658457846157111,0.9658457846157111
6,0.9762228709634038,0.9762228709634038,0.9762228709634038
7,0.9608004069309296,0.9608004069309296,0.9608004069309296
8,0.9604154395315347,0.9604154395315347,0.9604154395315347
9,0.9998503882685366,0.9998503882685366,0.9998503882685366
10,0.9808004234699318,0.9808004234699318,0.9808004234699318
11,0.9857839115550189,0.9857839115550189,0.9857839115550189
12,0.9661364629453526,0.9661364629453526,0.9661364629453526
13,0.9718549939588416,0.9718549939588416,0.9718549939588416
14,0.8667630259003376,0.8667630259003376,0.8667630259003376
15,1.0050772984221699,1.0050772984221699,1.0050772984221699
16,0.9854285659996596,0.9854285659996596,0.9854285659996596
17,1.002805226249909,1.002805226249909,1.002805226249909
18,0.9675389709952378,0.9675389709952378,0.9675389709952378
19,0.9661371242731319,0.9661371242731319,0.9661371242731319
20,1.0057496804423773,1.0057496804423773,1.0057496804423773
21,0.9574025997182569,0.9574025997182569,0.9574025997182569
22,1.0000144768035728,1.0000144768035728,1.0000144768035728
23,1.0001256711042477,1.0001256711042477,1.0001256711042477
24,0.9980829101786338,0.9980829101786338,0.9980829101786338
25,0.9979875899013224,0.9979875899013224,0.9979875899013224
26,0.9932943577377276,0.9932943577377276,0.9932943577377276
27,0.9896493666405717,0.9896493666405717,0.9896493666405717
28,0.9488726461835922,0.9488726461835922,0.9488726461835922
29,0.9974550342534018,0.9974550342534018,0.9974550342534018
30,0.9783425866453488,0.9783425866453488,0.9783425866453488
31,1.003207642137944,1.003207642137944,1.003207642137944
32,1.0033774768344155,1.0033774768344155,1.0033774768344155
33,0.9966273499192985,0.9966273499192985,0.9966273499192985
34,0.9993489770907719,0.9993489770907719,0.9993489770907719
35,0.9952971721951063,0.9952971721951063,0.9952971721951063
36,0.9672498290534225,0.9672498290534225,0.9672498290534225
37,0.9977233812996779,0.9977233812996779,0.9977233812996779
38,1.0004537472187098,1.0004537472187098,1.0004537472187098
39,0.9926974714615334,0.9926974714615334,0.9926974714615334
40,0.9775568957431117,0.9775568957431117,0.9775568957431117
41,1.0037483766304383,1.0037483766304383,1.0037483766304383
42,0.8724152326132316,0.8724152326132316,0.8724152326132316
43,0.7920420777931783,0.7861056879415235,0.7861056879415235
44,0.9906513037531447,0.9906513037531447,0.9906513037531447
45,0.9849149140640517,0.9849149140640517,0.9849149140640517
46,1.0101862253315164,1.0101862253315164,1.0101862253315164
47,1.000285933924575,1.000285933924575,1.000285933924575
48,0.9740684800451501,0.9740684800451501,0.9740684800451501
49,0.9776690044087475,0.9776690044087475,0.9776690044087475
50,1.0109417815027475,1.0109417815027475,1.0109417815027475
51,1.011726337870384,1.011726337870384,1.011726337870384
52,0.9289248866526426,0.9289248866526426,0.9289248866526426
53,0.9661398672336181,0.9661398672336181,0.9661398672336181
54,1.0169915008019281,1.0169915008019281,1.0169915008019281
55,1.0011269853144673,1.0011269853144673,1.0011269853144673
56,0.9654368956906911,0.9654368956906911,0.9654368956906911
57,0.974599903371006,0.974599903371006,0.974599903371006
58,0.9988695028835869,0.9988695028835869,0.9988695028835869
59,0.9977879411520211,0.9977879411520211,0.9977879411520211
60,0.9321422063015622,0.9321422063015622,0.9321422063015622
61,0.975911477280121,0.975911477280121,0.975911477280121
62,0.9041230337611242,0.9041230337611242,0.9041230337611242
63,0.9699077143400129,0.9699077143400129,0.9699077143400129
64,0.9408509163619942,0.9408509163619942,0.9408509163619942
65,0.942339257374199,0.942339257374199,0.942339257374199
66,1.0112113727520622,1.0112113727520622,1.0112113727520622
67,0.9707129363636429,0.9707129363636429,0.9707129363636429
68,1.0039545421508504,1.0039545421508504,1.0039545421508504
69,1.011206561112969,1.011206561112969,1.011206561112969
70,0.9999629914598513,0.9999629914598513,0.9999629914598513
