Time(Iteration),oracleLinUCBTheta,adTSTheta,dLinUCBTheta,CoDBandTheta,DyCluTheta
47,0.14762861643986716,0.5021941430418155,0.4198078008723745,0.2148359741623823,0.4953074429533597
48,0.14355868666372582,0.49968140446015363,0.4149032761644659,0.20929499668452295,0.47634764856171097
49,0.13615258984164397,0.49270008643102664,0.41674600133380163,0.20901097283695255,0.4816703253484171
50,0.14519708089215788,0.4866637980019074,0.4093265171537044,0.20600307207535398,0.477662243316301
51,0.1368558905799728,0.479588865529098,0.4085008143666472,0.20550726567654792,0.4787807247761968
52,0.1310148220693424,0.4713671387855721,0.41106394609957714,0.20482240426561127,0.4769667121111709
53,0.1365378543847264,0.4729113899482634,0.4124021206840487,0.19971458366416595,0.47484174346245334
54,0.1393832684002015,0.46816817392842375,0.4130509463090054,0.19612486580693347,0.4664596415106616
55,0.14408906816640515,0.46666226311391074,0.412525218155706,0.1963028689023071,0.4656453138597903
56,0.14591464531257875,0.46707658229374377,0.4048731168096585,0.1958395888799039,0.460830544682736
57,0.14524047942501572,0.4645672652749993,0.39002944722662614,0.189573977679764,0.45265188324438055
58,0.1468656657428084,0.4592939929811414,0.39063837678991575,0.18744141437225434,0.45218551301492277
59,0.15506527796952005,0.45813664777073954,0.3929957915024809,0.18972562493716078,0.45098730890432986
60,0.15160371001294287,0.45845177988394276,0.3888993836866307,0.18134635047111325,0.43954467903735034
61,0.15485380918960784,0.4610169818160842,0.3947908061307736,0.1815468141537159,0.4374940910047423
62,0.16182096021781786,0.4568125883728927,0.3931653003918628,0.18327234959554406,0.43604542681060776
63,0.1695489950781246,0.45372948049097517,0.39522405655133563,0.18361398683513558,0.43563400794415497
64,0.17517291637034654,0.4519102597926362,0.39369173672212926,0.180489740192295,0.4369791415910832
65,0.1772957071153532,0.4510779760391337,0.394302778483664,0.1780213934963616,0.4346052051769648
66,0.17052477395786653,0.44898785297089044,0.39157506846905216,0.17391181670145925,0.43145649805337055
67,0.16602336837405973,0.44720685989649367,0.3899847554155832,0.17434524397381873,0.4236819573498162
68,0.17185203269819796,0.4452745174840539,0.3898367075434629,0.1752968739048406,0.4227979461536888
69,0.16958001905150372,0.4369040704855206,0.39138168174258114,0.1727567944344221,0.4201332511410632
70,0.16914800811622718,0.43658466632531906,0.3886885557928705,0.1715199394763633,0.4203820679317129
71,0.16262370296997178,0.4369216725499065,0.3927100178130978,0.16525293808053373,0.42695123738418433
72,0.155478001965384,0.4365509515556355,0.37782911418119325,0.16382053059582366,0.42045426363986654
73,0.15568955153971648,0.43564455655914147,0.37907156450466917,0.16356074622868993,0.4236102231286587
74,0.1563127521036958,0.43213355555579974,0.37956352720896713,0.16485685962514665,0.41864951207012313
75,0.15422005497759214,0.43078188262775113,0.380508343710196,0.16443643464473917,0.4137633729766221
76,0.1573826230795424,0.43044446965303773,0.37672417928038293,0.17217766977428584,0.41145816237336447
77,0.16209120300185925,0.4300784145027977,0.3727707310207196,0.18128375355134838,0.4024865765037067
78,0.1666940135622085,0.4282636297350577,0.37603966094179514,0.18396299920141185,0.3959670606001786
79,0.16639598324477164,0.4274503040405597,0.37168801872083973,0.1793187732436367,0.39035164119660687
80,0.1618592160862881,0.42761203559170013,0.37223142360827344,0.17713955175130175,0.3879779335678254
81,0.15921056901753577,0.42690203581032576,0.37038345404056083,0.1767223878221884,0.37790565952847804
82,0.16001402586577665,0.42132078044700794,0.3684397581332076,0.17901151485075267,0.3725416231366728
83,0.1573460266721637,0.42036706778680477,0.3701129662931904,0.17984353569907602,0.3670982402376473
84,0.1613726224080222,0.42172375323578554,0.3670388872076604,0.18703081820348938,0.36358748805852825
85,0.15711941616282984,0.4178878677103711,0.3673263744202767,0.1872429983720505,0.36327892137916096
86,0.15445834227740535,0.4143373064180179,0.36711889906565426,0.18175449873163113,0.35731882607801063
87,0.1538805250169866,0.4130401021463485,0.3627544457658729,0.18191370806618468,0.35670087610328055
88,0.15529476792257343,0.41218549042289804,0.36455833315753555,0.18344983484838034,0.35547507274542267
89,0.16161797627558372,0.4127373786681363,0.3575204256056772,0.18944639938828434,0.3580573101074892
90,0.16213845874746216,0.40956851163625335,0.3586131771835765,0.19261517069598688,0.36239434190286013
91,0.16570829793678696,0.4065380781046774,0.359654904396116,0.19776830087322778,0.3662296781524603
92,0.17027739644148654,0.4048299412409211,0.3603536030521909,0.20146096572380304,0.363279363156128
93,0.168545417967734,0.40403307105745084,0.3612022609010307,0.200507025784805,0.36581654843994854
94,0.168459159781905,0.40171360955198543,0.3549950986406848,0.2010297758913402,0.36804957417324946
95,0.16738068657787067,0.39820433885807144,0.35130166087877157,0.19853445801290154,0.3672144430462086
96,0.16379887563201215,0.39454825312150205,0.34933799743754196,0.19246433207127847,0.36672712022672654
97,0.15963149159154583,0.3925426472807189,0.3467947311411644,0.18898058134975765,0.36019350099440206
98,0.16185760658853418,0.3898346331114011,0.34265112429422706,0.19218347383016887,0.35977603035372646
99,0.16152831864010947,0.38359330086261206,0.3357514275489445,0.19355623732914784,0.3560396422893118
100,0.15766222029604224,0.38210989084580466,0.33812492756213297,0.18865542695515886,0.35355502549188983
101,0.15580299456680174,0.3804564534358912,0.34027056102605774,0.1822780028638476,0.3537404938990042
102,0.1572440757904287,0.3785189572753122,0.3373669802922134,0.18342261943395347,0.35408750692847685
103,0.1575242695228304,0.3774386204262795,0.33786612496808927,0.1820987161911523,0.3562067633999399
104,0.1610415361250107,0.37811119434250184,0.33509649328336766,0.1861367847169456,0.3598023676163384
105,0.16323962868116965,0.3736982313971252,0.3325916621561865,0.18933014410600424,0.358303057508217
106,0.16553141233510615,0.3714066338102708,0.3327206394343417,0.19139486354625734,0.35215368466759384
107,0.16513825949248934,0.3713557162930988,0.335491907338927,0.1904606646161416,0.3535000835937054
108,0.16735484448182286,0.372376053975494,0.3383077885380657,0.1941773565585317,0.3523676370553924
109,0.1643891462440074,0.37073338996944505,0.3425144101177628,0.19082447570344832,0.34998667726619254
110,0.16054089088926476,0.36475426908563946,0.33955106604499197,0.18534609122495996,0.3507143393113711
111,0.1594224326462964,0.3630627264394591,0.340587374521065,0.18202952093637007,0.3462712153643326
112,0.16163645791551445,0.36111803177387236,0.33930317880809907,0.1838045668092382,0.3466903398412219
113,0.15881308839410385,0.3603332662126198,0.3329485512864079,0.18650116060816152,0.34536047720234453
114,0.15940687841485265,0.35941534155525945,0.32830482802787325,0.19031829370168923,0.3406616424600423
115,0.15740844884613886,0.35894926095118507,0.327884249464664,0.1914068197737146,0.3400803880446278
116,0.15338703176523646,0.35545586840637816,0.3230922162247797,0.18514561933990456,0.33580876804757087
117,0.1529514142735358,0.3535899550191317,0.3252602442510677,0.182991819564658,0.33678875700305094
118,0.1606203882872783,0.3530711651307953,0.3262636905160896,0.18977633640651043,0.3419362295120404
119,0.1622385116646599,0.3516281924593412,0.3262686484795732,0.1902876026267008,0.33841017262950646
120,0.15876160978432355,0.3507537736113278,0.32421665592681215,0.18700532304184786,0.3329243862540136
121,0.15621138083270908,0.3493922165496183,0.32397399546669414,0.1861364994110616,0.33144550800581307
122,0.15702037549938522,0.3475615280484318,0.32784720422368324,0.18750648372888062,0.33110975663636844
123,0.15577850731397164,0.3442589681139358,0.32330206722220656,0.18526458949677602,0.32941784446386857
124,0.15573471039311793,0.3427783474597218,0.3259780133256555,0.18398537093265052,0.330135383595656
125,0.1554281665424162,0.34271917027466425,0.32712913833619084,0.18273424887060058,0.32861297209419027
126,0.1535715542271948,0.34096686150369276,0.3276691918159512,0.18038377197044106,0.32744874996992823
127,0.15211781337221014,0.338061735949479,0.32803205933479884,0.18058641596365518,0.3248011941448189
128,0.14649812774737456,0.3354510334533697,0.3232581060572802,0.173587635893727,0.3216982796348321
129,0.14486725847208037,0.3350927281999935,0.32157886122826185,0.16847402021377056,0.32169562204934604
130,0.14283291032214201,0.33294572938299033,0.32087790177859626,0.1673795310886252,0.31962026563004187
131,0.1416281339694802,0.332523571730139,0.3186535303242187,0.1666882271729663,0.319052916935674
132,0.14433404950827483,0.3316586519042683,0.3186086784836856,0.16879420482351032,0.31773856789823024
133,0.14279127398249214,0.33176650572855443,0.31789585630747774,0.16887763529429264,0.3167733395426661
134,0.1370324331621905,0.3307022453507172,0.314878696923007,0.16658594855800135,0.31301548743525387
135,0.13533495551584745,0.32903628951145236,0.3094907663250065,0.16401664855767056,0.31483565053027046
136,0.1368779745249364,0.3308100681246954,0.30694616148511755,0.1627633552386792,0.31125183663492495
137,0.138559736556037,0.32838654903160885,0.30656953548688154,0.16122715598906773,0.3103318471444713
138,0.14134800690125832,0.3275451853404473,0.3072320476717626,0.1627574068183229,0.3119132450736816
139,0.14092950910480115,0.32643605255935515,0.304976703064041,0.16230701571782485,0.31224343386635667
140,0.1408307064993662,0.32415661306909915,0.3013195967585146,0.1610372075210619,0.31049790297570995
141,0.14114170353838232,0.3216946405608758,0.30311273861801785,0.16096091168709953,0.3089377552908962
142,0.14009196834047583,0.32104066497681266,0.3030225737471769,0.16007142866026516,0.30485408041490064
143,0.14238715251052267,0.3187300663281312,0.3053309131835969,0.16344055434511548,0.3058004853370686
144,0.14422966655900113,0.31628710454604125,0.305590233522144,0.164846698124794,0.3065759492719436
145,0.14464838520486165,0.31724989346856536,0.30422646732838676,0.16605249583672183,0.3059225605861651
146,0.14292149002979312,0.31576276513727686,0.30341946863222863,0.1669848084093319,0.3038998177099021
147,0.1425663944948098,0.3144316724192774,0.3064032701245031,0.16498674250126152,0.30517051177787885
148,0.14097296353982855,0.31494664721959637,0.3088784018039943,0.15950404972349624,0.3062335207637914
149,0.14306559036825056,0.3147839208746283,0.30592721392728933,0.16043034601841305,0.3051160029591989
150,0.14546634258365435,0.31384124960627624,0.3064452193224396,0.16393325631297803,0.3052618422681975
151,0.14539895248367324,0.31363736568038725,0.30549254688087524,0.16597877698577196,0.3033840020424104
152,0.14362894263741663,0.31308507145301034,0.3048019343918878,0.1638457004765579,0.2997584978598418
153,0.14279441215764926,0.31170046292700704,0.30022250271455225,0.16384050191624183,0.2984884595645127
154,0.1438795841537262,0.31037250968365687,0.29460097789041123,0.16558587282914702,0.2953307423310025
155,0.1450114305877408,0.3104323148689559,0.29557872510721633,0.16772511832343456,0.29643924274578903
156,0.14425228317267938,0.30473793335113564,0.29537713987519965,0.16591571191532808,0.2932867097870539
157,0.1434005232155821,0.30330547530254426,0.28956190347743144,0.1643100078965152,0.289632404920937
158,0.13802309824600437,0.2995049560460189,0.28502958224800123,0.16285993402026924,0.28643578686312987
159,0.13618245974975213,0.29952816281724626,0.2865592222233728,0.16179296249105196,0.2876254345086505
160,0.13671004517809765,0.29785481539726166,0.28705229485846573,0.16034348034593512,0.2887344988270948
161,0.13579731008885376,0.29481083992525337,0.28150586572261815,0.15946738655463397,0.2851351507527504
162,0.13292793421922167,0.29261462136592165,0.27472397103132906,0.15618026297484394,0.2837795351881856
163,0.13289138875531795,0.29174611201090367,0.27387216564231925,0.15800377851836142,0.2822266409567594
164,0.1320535724575323,0.2887254949342346,0.2710199935165674,0.15757028132435366,0.2798674137801428
165,0.1329003507557745,0.2894116143335843,0.27515421611361285,0.15945658081629208,0.28129080243129195
166,0.13380056522884226,0.28876087694459524,0.27285424691722143,0.160567926778923,0.27849432392376716
167,0.13431289978415764,0.2888335891655661,0.2702940204205726,0.16267000561462658,0.279393504187422
168,0.1340238262296459,0.29019212047363985,0.2691009728520936,0.16341056539329232,0.279072760840841
169,0.1343141841258045,0.2897875970723356,0.2695820064141979,0.16432268557969565,0.2795946798949026
170,0.1325301164838974,0.2892872052058575,0.2664573564221016,0.1647522046787114,0.2772893992570607
171,0.12898010318024017,0.28877879412771107,0.2686307478158393,0.15977222967492244,0.2763836413335817
172,0.12887656854466273,0.28643402489543246,0.26663112473992423,0.15746698915704743,0.2745181410487288
173,0.12711379852299454,0.2857211930122614,0.2699219638180217,0.15281869002213117,0.2763640274986902
174,0.12602686370464586,0.2843076089854429,0.26989824809575974,0.15056574653439286,0.27712983142801584
175,0.1254759198159889,0.282267932003661,0.26479747456312747,0.14991389462836407,0.2731246690177168
176,0.1255179773820708,0.2812174213914894,0.2638831906132894,0.15033725042342908,0.2689150822367082
177,0.12742184234038342,0.2801142354903211,0.25963340244888455,0.1528401644705436,0.26621374173713575
178,0.12653497295154098,0.2801943180946975,0.2600543512195587,0.15130325492234464,0.2641170501134575
179,0.12499497030226099,0.27837532932182907,0.2630979628257996,0.14878278676912532,0.2643535337342267
180,0.12472758533200808,0.27855223254734207,0.2613417787226574,0.1480312724494445,0.2633592628409918
181,0.12359835065886263,0.2769187727162764,0.26317507054315603,0.1456285591867656,0.263319013027555
182,0.12310615757182623,0.27527239731513553,0.2590567114973525,0.14473902746732442,0.2612173944925761
183,0.12250760397969343,0.2725768498685822,0.258751707140577,0.14402464080913444,0.25999965649597134
184,0.12008244343453564,0.273466385516851,0.2573730230529612,0.14211818228484424,0.25853618842498804
185,0.11923826726448447,0.2731821037987173,0.2564846292638258,0.1407106874075242,0.25807893428422946
186,0.11961398537497998,0.27291717229523627,0.2576517517637859,0.14103489146762516,0.25747119724400475
187,0.11901519109128064,0.2714001792111567,0.25546211302626026,0.14179037363682775,0.2560146644093679
188,0.12037933702780519,0.26867876953613007,0.25436155765194507,0.14432069433845762,0.25493488135193704
189,0.12112447062827261,0.2678156508213835,0.253152607106382,0.1456481952008008,0.25476900213267684
190,0.12023708445014117,0.26579249387686765,0.2520626757946979,0.14452029391306437,0.25384919431096026
191,0.12048307621932244,0.2651404775132904,0.2508550170098882,0.14379764256140168,0.2525793069285966
192,0.12175122022328988,0.2647412864395495,0.249651255821918,0.1434684406668199,0.2512948683446893
193,0.12138163326467277,0.2635537412091024,0.24837635609533368,0.1419256447181697,0.2497327554324591
194,0.12287423532646646,0.2638244339044059,0.247304598629788,0.14222180160351858,0.24874673995346694
195,0.123209615792192,0.2635173699267331,0.24743678686866827,0.1427402257736285,0.24964702093665153
196,0.12147772189000502,0.2622225737313496,0.24438739124537462,0.14062135168206424,0.2479855359476138
197,0.12133151331416947,0.2609835593059753,0.24233178649370507,0.14024933968660364,0.24581737794456715
198,0.12330801340028685,0.2600731639928925,0.2422313292138408,0.1425356052702582,0.2458646070327489
199,0.12341665268690369,0.25988151569022133,0.24099422965762768,0.14326680674487252,0.2451592290139141
200,0.12177570642085397,0.2586251316900331,0.24026255809948144,0.14179154620718024,0.24452097714816118
201,0.11969472757868733,0.2580500019206085,0.24042317873793687,0.14058341282594017,0.24338767280572604
202,0.11752479592709882,0.2577577912362429,0.24018451822546472,0.13968434639738278,0.24317468561276218
203,0.1154224959608913,0.2564048589700747,0.23914469383777756,0.13727770209299414,0.24084171156387657
204,0.11083173824782486,0.2545726124686757,0.2385896692274057,0.13399235837666995,0.24088484706385058
205,0.10940003925202162,0.25469737831013906,0.23828427758355972,0.13402071604589677,0.2416093395296511
206,0.11048029014461154,0.2530284462221807,0.23765707059647348,0.1342580189721106,0.24096620985729392
