Time(Iteration),oracleLinUCBTheta,adTSTheta,dLinUCBTheta,CoDBandTheta,DyCluTheta
0,0.9522962360815906,0.997831013414657,0.9846585601160708,0.9649571016712087,0.9888427551117498
1,0.8696044105282146,0.9771609178732759,0.9685815608694617,1.0579215120337246,0.967680031208632
2,0.8371531875590922,0.9643606212879968,0.9550840381401379,1.3764390625539926,0.938134112048018
3,0.710085758422233,0.9546220987964297,0.9485275266250481,1.4783344981024111,0.9352143055126158
4,0.6301532415115891,0.9456063226562186,0.9500058285504119,1.2960569597819847,0.9212044906691942
5,0.602773293807495,0.930541837899008,0.9341739044976312,0.9749360469580151,0.8902420251571819
6,0.5694509878992352,0.9183368130285962,0.9098954311609173,0.9716038705138569,0.8896255484369249
7,0.570519535260518,0.9110611875287219,0.9044560077995504,0.8872863630297791,0.8628197221539631
8,0.5362483502765218,0.9013907315181393,0.8984229967742727,0.824892295996829,0.8381193396696058
9,0.5086140434327098,0.8879305978334173,0.8898587103540644,0.7955082889466707,0.8257333174299619
10,0.4767565824429023,0.8772958678169795,0.8673460525680323,0.8076364106585556,0.8161536057091012
11,0.44781412539984145,0.8761488504081518,0.8654117381676161,0.7976922914833902,0.8161296710598254
12,0.4316870118829731,0.8646452965090059,0.8389558939747911,0.726750097704038,0.8140399976182404
13,0.3847294345052567,0.8584924970846902,0.8290108664292779,0.7217388963045226,0.8176119686693509
14,0.3600198142812542,0.8453347307482147,0.8296143366978024,0.7334429438066283,0.8013158007833944
15,0.34084436977665866,0.8342246540161247,0.8112277403552393,0.7360459283945967,0.7896257839175578
16,0.33240832878615506,0.8303224034516548,0.8081600306724177,0.7195520548860342,0.757948509369543
17,0.3341597592387773,0.8193790976027824,0.8059450312396903,0.7355109978556422,0.7486312539397175
18,0.3138890354881288,0.8136241154443175,0.7931185526801936,0.718033139694066,0.7528408670116691
19,0.30475683399802833,0.8027083090009504,0.7940059397616122,0.7122194264712541,0.7473113344785814
20,0.30563975515876696,0.7885170338809113,0.7943629376513066,0.7090490623282645,0.7329927459135259
21,0.2967526254205467,0.7750398866179955,0.7619776058907387,0.7173462711338876,0.7312486090338266
