Time(Iteration),oracleLinUCB,adTS,dLinUCB,CoDBand,DyClu
0,2.2818751534474284,2.4883050028937417,2.6203656834411047,2.8507746711016684,2.9671817158677203
1,4.015929966617004,5.5898893749241845,5.574847062944216,6.297025583201519,5.289335850301024
2,5.526233838571359,9.674209097171595,8.378118054691575,9.312652379499038,6.890238872517996
3,7.7038212549917535,13.869906475757432,11.07058940892714,12.40945761211984,9.133345056303737
4,8.141883960188757,16.312541089826116,14.028600042831684,14.588733034561203,10.266562985001968
5,8.828836626891853,19.708321383227588,15.721593611780321,15.892638773524865,11.076023939475718
6,9.338252813524136,21.43379056628969,17.63408939080615,17.025758130038955,12.488896571210715
7,9.47741628830453,24.10319466785632,19.917307095397547,18.611977851792226,13.704939251706993
8,10.488781495728336,26.26461822719308,22.313185808832696,19.89804764456977,15.305629800597945
9,10.928241610904925,28.89381852085998,24.806095210771005,21.24720223952883,15.703052475352349
10,11.046973706118004,31.63472933664886,28.097427357606488,21.947222737471936,16.80180015266344
11,11.43169494562773,34.491200061271954,30.313694829352087,23.350991325002973,17.212767873255697
12,11.43169494562773,37.075082784469316,32.2622830334715,24.998016040657287,18.627637739333842
13,11.76693107086436,38.96406931424946,33.77802776509889,25.440055332981544,19.45360537584114
14,11.860869602690109,40.720601007736555,36.030035211085234,26.658194976264365,20.562530835803223
15,11.91366915774171,42.82368106375967,38.12672548034351,27.37425307348077,21.329080531817862
16,12.08647757875207,44.81420832440001,39.62856475558083,28.22627838052602,21.899142170776358
17,12.166014726337762,45.967102125243386,41.0993178811524,29.460693648191832,22.489905446802904
18,12.52080542220966,48.2584793529579,42.507238112873885,30.51701307031881,22.966971712940726
19,12.838539139356623,49.8508986373482,43.894993122645936,31.46669634210025,24.212825124369903
20,12.908334004848317,53.06987676278518,45.26688071276909,32.70716648670705,24.741121510972945
21,12.980364131621782,55.416643844187824,47.491859655639914,33.44737767963822,25.261879578589628
22,13.148993560214105,57.183543183838076,48.84365774887898,34.206322604484576,25.690594274041135
23,13.17829909715557,59.474133781706065,49.73550273375926,34.99264564868414,25.887157003976178
24,13.261024383372874,61.89213798750756,51.37302276343296,35.721169723727606,26.477044944712645
25,13.482224472483818,63.20787221656271,53.13492731135143,37.07720729098027,26.854938949108966
26,13.482224472483818,64.65616278834678,53.79053054344066,37.9822997788632,27.18099257425958
27,13.714964252973216,66.54365711218311,54.96524843229747,38.41489412682945,27.463348156308815
28,13.868548482921154,68.25666689936878,55.268161847758236,38.97443910643709,27.82542102088452
29,13.903646897882917,70.44134067327614,56.4682439473135,40.20519482445823,28.125977499495654
30,14.041006406557644,72.0375779613049,57.05749627958214,41.0553970790799,28.478122376182878
31,14.079459634013723,74.2315249071272,57.99276626147832,42.0406197844323,28.596371437587802
32,14.137780151310137,76.19602820256543,58.71234894125885,42.97080850242631,28.94364297054775
33,14.21207061444726,78.64307728945063,59.66830035066249,43.02028081794802,29.047755530706638
34,14.314045686899423,80.61089049132875,60.28610620806332,43.1707810440895,29.31828496949516
35,14.373211782224592,83.01828644779735,61.06771809612416,43.29504631629816,29.400519618543047
36,14.472712291099725,84.31412177072586,61.732108405531946,43.29504631629816,29.496048344366372
