Time(Iteration),oracleLinUCB,adTS,dLinUCB,CoDBand,DyClu
37,14.52853831477227,85.88292536466996,62.19139377383561,43.342415062625534,29.537637548950364
38,14.541897333799154,88.17155049257222,62.305126953625994,43.39197074863922,29.801444198109035
39,14.656769251977318,89.66608614246132,62.63017672226729,43.461173768028004,30.15686597105313
40,14.659072532039467,91.9350675071697,63.13338936622471,43.496399110310506,30.37448528754104
41,14.659072532039467,93.35497891205686,64.05315069407014,43.69645146320064,30.587252273479773
42,14.713270473060568,95.92874259021369,64.7425823149623,43.719971824115476,30.725751479696655
43,14.744408454529932,98.15348198247133,64.94313906438568,43.880021491959496,30.741981567394916
44,14.816050486409894,99.5947991678885,65.66274966721406,43.880021491959496,30.741981567394916
45,14.90289155339742,101.84768881681093,66.02400719561064,43.90655756855962,31.1182840212505
46,14.907490611739737,103.50876261973619,66.43761220725264,44.1280828606059,31.258224232855166
47,14.948165250396508,105.24842280761212,67.41019880128948,44.17881859553158,31.428608209146493
48,14.986095795295897,107.02872250267615,67.7559212593585,44.199002682756216,31.531957654785096
49,15.087558098143981,108.643273106293,68.25290873880888,44.262434396243705,31.63869837088549
50,15.184295857872675,110.47292146585147,68.60539463048133,44.37065616835705,31.71628288241894
51,15.210140141644397,111.83353303181096,69.37438356447804,44.43102673325916,31.71628288241894
52,15.250716197565508,113.49650061575538,69.58772564257544,44.48902169137919,31.77873538368016
53,15.26151187054538,115.58577749618217,70.0142028821018,44.67094366095513,32.02893517118171
54,15.308896380302338,117.02421951469555,70.60845412248675,44.67659702990372,32.20241013006617
55,15.367501892402787,118.93135397485732,70.97980009427043,44.71937396949347,32.37678621186337
56,15.376765827537286,120.37156784997782,71.40594817616123,44.77416924768858,32.48358163482844
57,15.376765827537286,121.71871345372912,71.76185627682385,44.837915168277114,32.48358163482844
58,15.439467845641643,122.70663885376291,72.15560599268973,44.851428849495214,32.58619192993732
59,15.478500858188195,123.95221079451875,72.30791919703843,44.89046186204177,32.79845024015559
60,15.49564109758377,125.40298874818683,72.70164374195612,44.92773140721862,32.81559047955116
61,15.53162603788855,127.81145544738348,73.01654968368128,44.92773140721862,32.866835601268804
62,15.54920062971021,128.98946984418404,73.15263133108927,44.97177038179335,32.957183089117066
63,15.682925645771073,129.9073257763799,73.52806424984789,45.1260055008858,33.07136873017973
64,15.682925645771073,131.15755292124123,73.68595617224348,45.15682218824412,33.10012232205883
65,15.693889344004425,133.1594615555021,73.87140658850333,45.178686927994306,33.182978499279365
66,15.694615222724886,135.1157074227252,74.53838272152136,45.221741659542786,33.226033230827845
67,15.818615550441711,136.0632677010792,74.57941992797176,45.23149290804739,33.350033558544666
68,15.862957483503857,137.17109582724333,75.08122291800903,45.33402435017615,33.5163676970697
69,15.876364103931833,138.09896579400245,75.22402803291673,45.34743097060413,33.663805210505735
70,15.88923089921452,138.59848139173403,75.55007391096483,45.41732710641123,33.68757324301573
71,15.892303886590927,140.0294665448545,75.95795391110669,45.442362292442645,33.718956718086226
72,15.916210468883465,140.60574295612147,76.55937121159619,45.508917785856305,33.785512211499885
73,15.95720867230664,141.90349957162985,76.6297747394765,45.508917785856305,33.90195171794191
74,15.95720867230664,145.0864826874012,77.01377060557469,45.74232418314076,33.93571488772589
75,16.02844281276576,146.25457341533962,77.22501313415319,45.81355832359988,34.06818294597241
76,16.052040771871557,148.33041584656735,77.24371433428072,45.83715628270567,34.11048210520574
77,16.062244958615974,150.5503509110387,77.4176605926165,45.86990931447218,34.214301054784805
78,16.18693384764859,151.79872236429537,77.46753979474461,45.98526834203834,34.29690347639751
79,16.265507115160993,153.50097098916999,77.76523777600487,45.98526834203834,34.375476743909914
80,16.311431524543348,155.41149309345033,77.8574053221482,46.07368957438077,34.375476743909914
81,16.31903299841365,156.10438352721982,77.96078539510874,46.09768663962912,34.42794652065496
82,16.36386342878136,156.7904470213608,78.30386978341174,46.17704407054514,34.54495426798236
83,16.390990516530966,157.9372116485809,78.31669478884226,46.23827271871649,34.57208135573197
84,16.42859790308301,158.7312878704613,78.33533902624772,46.262096913978844,34.6223125868158
85,16.47406959876315,159.586301784858,78.67625403165071,46.33143772854715,34.66835042504426
86,16.47406959876315,160.088858999952,78.73948712886433,46.33143772854715,34.69125145128327
87,16.47406959876315,160.844874050415,79.0665524014606,46.41672439712707,34.73935538214491
88,16.570098793078564,161.64461386891986,79.37105540692727,46.470874167521934,34.80303096875837
89,16.570098793078564,163.26802403545145,79.79722608484026,46.496248998387,34.82840579962344
90,16.570098793078564,164.62228834620683,80.10258271652377,46.58380488978605,34.92756700688306
91,16.61793300638098,165.80941585657274,80.42030795476433,46.62051125937332,34.92756700688306
92,16.70104007055842,166.8280942138147,80.64305076531117,46.71142924108272,34.98998174926844
93,16.70104007055842,167.9486813662536,80.80920686371407,46.78605170526051,35.08307851190925
94,16.728859550327044,169.40981978910787,80.8277674128086,46.81387118502913,35.104764153605544
95,16.728859550327044,170.20297257125327,80.95037623221151,46.913635737173614,35.18099680140931
96,16.77603734066921,171.03167074394602,81.16082144881915,46.91652908518439,35.23336794486393
97,16.77603734066921,172.0666441199719,81.16082144881915,46.91652908518439,35.23336794486393
98,16.816964182979476,173.25027840914157,81.34244589602417,46.92484762711484,35.27429478717419
99,16.860949464756878,174.82171025047643,81.52712893453476,46.928829484343915,35.36538443280036
