Time(Iteration),oracleLinUCBTheta,adTSTheta,dLinUCBTheta,CoDBandTheta,DyCluTheta
0,0.902684814083831,0.9833292250481692,0.9769613643974264,0.9705811758358651,0.9603068817064809
1,0.835730006406869,0.9721878827826481,0.9515326490591198,1.0001609513767193,0.9438272999595452
2,0.8077275142426684,0.964970067805204,0.9368324868499192,1.0211683538721616,0.9447764499793028
3,0.7958974506328546,0.9570625580564475,0.9274126514031718,1.9551735620269017,0.9380834557365041
4,0.734540273875743,0.9343268463286563,0.9224606169247759,1.9868177210231859,0.9177951359974884
5,0.6092306723850767,0.9299277223809709,0.9056350422202005,1.323808648955652,0.8910182140934266
6,0.5970650977558338,0.9073932201890056,0.8884065039916988,1.0385673554260006,0.8884077345374741
7,0.5509784865231746,0.8933986127323313,0.8864038454402209,0.7826626300171713,0.8793805924963507
8,0.4591194847326799,0.8712726900606352,0.8645454922565854,0.712403819234366,0.8377775491839253
9,0.45735954925482974,0.8579055937466183,0.8493566693991333,0.8051135787924787,0.8236789987083537
10,0.4572620362817862,0.8495243705486019,0.8309630601584986,0.6525041228676772,0.798858951613026
11,0.45093239395713064,0.8458106085405379,0.810371897626219,0.5901637535713504,0.789073114712451
12,0.4226158468567113,0.8267630039375256,0.7822245210057679,0.5580728437468185,0.7753416468957465
13,0.4097169345256925,0.8151647354997014,0.7775156880455858,0.4730576375011034,0.7524911893352683
14,0.4199397551069738,0.803378498030321,0.7470431291891566,0.4217799583154373,0.7284840743707104
15,0.4091560271695345,0.7854068822008557,0.7272965094427523,0.48280337249624844,0.7260982058191155
16,0.3918115833589672,0.7779988989480369,0.7289109509228178,0.4585972960676653,0.7092719710568844
17,0.3733193897381232,0.7668806322516026,0.7095201629973074,0.47620604998371546,0.6934091583602606
18,0.34629928716799874,0.7549226250201793,0.6997064490812261,0.4604029773476313,0.684955842484821
19,0.33297888957208605,0.7475882166691254,0.6792771460308914,0.43766611843903896,0.6849543832148637
20,0.31831182013549963,0.7410819199208558,0.6466163695322809,0.3889132282225348,0.6736783564286182
21,0.327563728332794,0.7306616710640115,0.6478219075713588,0.3577016820213303,0.6667436309031489
22,0.3231872782969393,0.7270960671890465,0.6478552112663403,0.3525428252568309,0.6338267831541023
23,0.3251918418226858,0.7170099091643983,0.6443966655657775,0.35678791510666386,0.6256567472741571
24,0.3183208113816134,0.6981731922288688,0.6392571584146203,0.34583078044816695,0.6157364173123692
25,0.3079906522756182,0.6916950747073229,0.6379537990368824,0.3532823738178954,0.6038804827030763
26,0.30821126975138646,0.6897669311977936,0.6248737834094291,0.3620743265217163,0.6069870892925866
27,0.30332653526273134,0.6809872684877272,0.5913679087050668,0.36363474209728097,0.6031496470730205
28,0.2953714048636321,0.67798373343278,0.5866155448405557,0.3622855405029223,0.6015277932062773
29,0.2881184468915089,0.6750613726957595,0.5656962725603643,0.3741562340302906,0.6076646246949183
30,0.3039503286153495,0.6670534236627601,0.5594244976299751,0.3982624739654431,0.596982222569322
31,0.2970276612056005,0.6601213820547814,0.5536287190579633,0.39399296686396384,0.5841613945449862
32,0.28763498441760804,0.6433217857253887,0.5361419637107546,0.3671731350636366,0.5870949487612998
33,0.2793079829008165,0.6341296571394095,0.522968178599332,0.3477731048679019,0.5614546412242418
34,0.2767883467153359,0.6332910647011517,0.5126711549692751,0.33103694684422846,0.5596452808118283
35,0.2723130996913518,0.6262044149069625,0.5019813518334285,0.3083502690785659,0.5467503554032265
36,0.266409943679478,0.6017872081104897,0.5008025416469202,0.3006565730879719,0.5307373614605175
37,0.2608922417578809,0.5951395438492797,0.4927510661353633,0.30722117281040634,0.5157754257607504
38,0.26140819891932493,0.5893804548752325,0.48668709935110777,0.29875323302978535,0.5082722502147551
39,0.2527967653676552,0.582121784025425,0.48348107665932344,0.28732884374945966,0.49029375399492103
40,0.248385657322468,0.5750395308359717,0.4751261529434087,0.28233681517267945,0.4821419812370765
41,0.24732163696457937,0.5739137552159096,0.4786540979978694,0.2867001032699048,0.48755565834271736
42,0.24680645366497228,0.5712004761212343,0.47743561088623016,0.2793091206837458,0.47891722467217573
43,0.24603281996389312,0.568984782144446,0.49244573286593357,0.27150301736730875,0.48738500429266185
44,0.24169751557117647,0.5562905214268323,0.47711881076802853,0.24940593043989062,0.47269194186920827
45,0.24758884357732347,0.5480300320508138,0.46757093125209215,0.24971221123581017,0.4729094947139371
46,0.23054337768941538,0.5411317988861486,0.46702181723125785,0.245587775694016,0.4632337945091238
47,0.22834608951331145,0.5317104977989102,0.45838684126198637,0.24070981129093982,0.4613818464454885
48,0.2191743534908896,0.5284213902728563,0.45846792386169727,0.23761401174103697,0.4521326538545812
49,0.21151828885770674,0.5249846779319051,0.45699791118689237,0.222572810788331,0.4436329496908907
50,0.21124919601042977,0.5221723800823113,0.4628832370149514,0.2191826828067366,0.4459665109248334
51,0.21066232276125813,0.5197218802174313,0.4562134549773836,0.22064477929869505,0.43582934281257657
52,0.2092083692764651,0.5046790202586158,0.4524319264477398,0.2220840695378644,0.43514982991995765
53,0.20908062223243767,0.49839285012751766,0.45155160067365996,0.22294697362679994,0.43642290415611756
54,0.20567247571267006,0.4946275544733484,0.45434404935490935,0.22818142786260037,0.4367760122113988
55,0.200135652858908,0.49542722710425113,0.4450161120265891,0.22241325088411285,0.44048921678625536
56,0.19323254527316533,0.4836995332193495,0.4366607069848613,0.21079868701012955,0.43445401075250495
57,0.1918285710305279,0.48307043123049465,0.43378205412545495,0.20485741867974658,0.4356094756501835
58,0.19059036254773637,0.48069186583140694,0.4292062512950564,0.2044746510712853,0.43451669500882756
59,0.19019700563445957,0.47932538545851217,0.4248533901799713,0.2070398720908521,0.4309400026086809
60,0.17751857525249212,0.47613093483438573,0.4010947468219328,0.2022471572837829,0.4296903635847606
61,0.17083898450993298,0.4744989827148804,0.3983550147611405,0.2001139119547976,0.42704629013654605
62,0.1687835441549839,0.47095853795470904,0.3916130174956161,0.20301255061985427,0.4276314524360848
63,0.16837044057821643,0.4666348556360238,0.38603102207666856,0.20056522237647637,0.42685198901976484
64,0.16825295092623588,0.4648731028603256,0.386681586693015,0.1993730991312839,0.42732684013914624
65,0.16739343515225422,0.46002805261461843,0.3845098498664059,0.20486439236977416,0.427354568965304
66,0.16547502323344138,0.4546307985032955,0.3792249835680643,0.2042404082150199,0.4243213929247527
67,0.1602210337733967,0.45222595661863296,0.3814063211127783,0.20123479618881754,0.42345839193181734
68,0.15470133761114063,0.4456145833135777,0.3701545832131235,0.19398496724429246,0.4216354043586536
69,0.16093218700795944,0.4381885520245586,0.3693333953304688,0.20002696998898176,0.4203263076895626
70,0.15770531859952572,0.43469954224157903,0.3695106628784822,0.20258126953470348,0.4147060949545115
71,0.15368726004742633,0.43175100960032076,0.36993802843025503,0.19858683847159625,0.4110479363374808
72,0.15212472668759744,0.429324029294767,0.3681354314323966,0.1973219577963786,0.4035467732039363
73,0.1556237632467637,0.4196064826878564,0.36345224846032287,0.2007430979219297,0.4072574277177826
74,0.15382537004538774,0.4160798952594208,0.35920457404959183,0.1984211589109654,0.3986786034188325
75,0.15106093250848224,0.4132467196689856,0.3552274116319402,0.18956057788578906,0.3938974074803525
76,0.15012659734714992,0.4129357919391789,0.3547888959404073,0.1842472874028796,0.3921117744360457
77,0.15011379816183185,0.41188777891831396,0.35467052909493646,0.18134489659625813,0.3877439681706941
78,0.1496474912506131,0.4072045114944001,0.3441044052572225,0.18024695517266726,0.38748164582564015
79,0.15084260895484772,0.4019881020233189,0.33745846525636514,0.184523449959354,0.3910032920651144
80,0.1512308824807026,0.39957843673353755,0.3363629986880327,0.18049077246929748,0.38509916840268815
81,0.14371559699956665,0.3924514507306386,0.3349714772832625,0.17037656432715775,0.38262620173134054
82,0.13820485720169975,0.3955235764827643,0.33518025021139575,0.16928038777769444,0.3764257048973817
83,0.12931916096252297,0.39172063042577204,0.3296722179242748,0.16517160510818282,0.3768685166389246
84,0.13356918063780504,0.38843018985794503,0.32878904579157,0.17182249950594516,0.37747167667540105
85,0.13303151999456414,0.383506779931562,0.3234141121891216,0.17124695508856488,0.3724029817327658
86,0.13204748307099973,0.3797623975583021,0.3178977348399673,0.17029861506487567,0.36374664826172404
87,0.1321663528370516,0.379262253125748,0.31707825424890557,0.1757437278698568,0.36479815415332556
88,0.13280867547318304,0.37867643094879233,0.31668424113254434,0.17713957463277094,0.3631411337219358
89,0.13595875487832998,0.3780300518204801,0.31403517202651876,0.1789884847915601,0.36115271939770366
90,0.1370438246726404,0.372395460274862,0.3174847838584666,0.1759885381153915,0.3634331874665968
91,0.13720690472705796,0.3701667364814301,0.32131760799538456,0.17540070252527998,0.3650070306744122
92,0.14167099051180512,0.3698759383579249,0.3270005376507685,0.18185042189060702,0.3672746623123999
93,0.14392711224530677,0.36407436827472317,0.3261939932403074,0.18283990376342424,0.36790891901519385
94,0.14817471291632173,0.3630383171117645,0.3271840737670665,0.18376986496699887,0.35824442626189035
95,0.14295497712376276,0.3569271034169085,0.32678469595664283,0.1803791663887187,0.3567060782763175
96,0.1433517456410603,0.3555382220457377,0.3197017587969927,0.18245458763693898,0.34907809593632255
97,0.1447752988754477,0.35356969794859194,0.31865036438580974,0.18058253124028803,0.3477885265717515
98,0.14077376526010954,0.35116897845226064,0.31349461987810334,0.17776841867269638,0.3525910151657555
99,0.14179181357110934,0.3495254052424545,0.31200203906706525,0.1808062648918548,0.35265972488883945
